School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,Total Plays,Total Yards,Total Yards Avg,Total TD,Total Points,Point Diff
South Alabama,127,2012-09-22,4,@,Mississippi St.,114,L,22,43,51.2,224,1,30,123,4.1,0,73,347,4.8,1,10,-20
South Carolina,117,2012-09-22,4,,Missouri,115,W,21,23,91.3,252,2,39,144,3.7,2,62,396,6.4,4,31,21
South Florida,9,2012-09-22,4,@,Ball St.,72,L,19,30,63.3,312,3,45,206,4.6,0,75,518,6.9,3,27,-4
Southern Miss,60,2012-09-22,3,@,Western Kentucky,64,L,8,17,47.1,101,1,36,163,4.5,1,53,264,5.0,2,17,-25
Syracuse,23,2012-09-22,4,@,Minnesota,33,L,21,31,67.7,228,1,33,122,3.7,0,64,350,5.5,1,10,-7
Temple,10,2012-09-22,3,@,Penn State,37,L,13,26,50.0,124,1,28,113,4.0,0,54,237,4.4,1,13,-11
Tennessee,118,2012-09-22,4,,Akron,71,W,27,43,62.8,401,4,46,232,5.0,1,89,633,7.1,5,47,21
Texas A&M,119,2012-09-22,3,,South Carolina State,181,W,17,30,56.7,183,3,39,265,6.8,5,69,448,6.5,10,70,56
TCU,47,2012-09-22,3,,Virginia,24,W,21,33,63.6,305,3,31,133,4.3,0,64,438,6.8,3,27,20
Texas St.,128,2012-09-22,3,,Stephen F. Austin,246,W,21,26,80.8,301,3,35,158,4.5,2,61,459,7.5,5,41,4
Toledo,81,2012-09-22,4,,Coastal Carolina,123,W,27,36,75.0,290,3,31,112,3.6,2,67,402,6.0,5,38,10
Troy,129,2012-09-22,4,@,North Texas,57,W,29,44,65.9,274,2,30,108,3.6,0,74,382,5.2,2,14,7
Tulane,11,2012-09-22,3,@,Ole Miss,116,L,22,41,53.7,145,0,29,14,0.5,0,70,159,2.3,0,0,-39
Tulsa,12,2012-09-22,4,,Fresno St.,86,W,14,38,36.8,228,2,43,126,2.9,1,81,354,4.4,3,27,1
UAB,61,2012-09-22,3,@,Ohio St.,36,L,28,46,60.9,259,0,34,144,4.2,0,80,403,5.0,1,15,-14
UCLA,102,2012-09-22,4,,Oregon St.,100,L,27,42,64.3,372,1,28,72,2.6,1,70,444,6.3,2,20,-7
UNLV,92,2012-09-22,4,,Air Force,83,W,23,32,71.9,250,1,40,199,5.0,4,72,449,6.2,5,38,3
USC,103,2012-09-22,4,,California,97,W,22,34,64.7,192,2,40,296,7.4,1,74,488,6.6,3,27,18
Utah,104,2012-09-22,4,@,Arizona St.,96,L,11,16,68.8,117,1,38,92,2.4,0,54,209,3.9,1,7,-30
Utah St.,93,2012-09-22,4,@,Colorado St.,85,W,23,30,76.7,178,1,41,262,6.4,3,71,440,6.2,4,31,12
UTEP,62,2012-09-22,4,@,Wisconsin,40,L,22,39,56.4,259,2,33,77,2.3,1,72,336,4.7,3,26,-11
UTSA,63,2012-09-22,4,,NW Oklahoma St.,373,W,15,17,88.2,210,1,38,235,6.2,6,55,445,8.1,8,56,53
Vanderbilt,120,2012-09-22,4,@,Georgia,111,L,14,25,56.0,231,0,36,106,2.9,0,61,337,5.5,0,3,-45
Virginia,24,2012-09-22,4,@,TCU,47,L,18,40,45.0,189,1,31,164,5.3,0,71,353,5.0,1,7,-20
Virginia Tech,25,2012-09-22,4,,Bowling Green,73,W,12,29,41.4,150,2,43,246,5.7,3,72,396,5.5,5,37,37
Wake Forest,26,2012-09-22,4,,Army,65,W,15,24,62.5,221,2,38,296,7.8,5,62,517,8.3,7,49,12
Washington St.,106,2012-09-22,4,,Colorado,98,L,32,60,53.3,401,4,22,50,2.3,0,82,451,5.5,4,34,-1
West Virginia,50,2012-09-22,3,,Maryland,30,W,30,43,69.8,338,3,25,25,1.0,0,68,363,5.3,4,31,10
Western Kentucky,64,2012-09-22,4,,Southern Miss,60,W,15,23,65.2,191,3,48,369,7.7,3,71,560,7.9,6,42,25
Western Michigan,82,2012-09-22,4,,Connecticut,3,W,21,40,52.5,253,1,30,77,2.6,2,70,330,4.7,4,30,6
Wisconsin,40,2012-09-22,4,,UTEP,62,W,12,17,70.6,210,1,40,213,5.3,4,57,423,7.4,5,37,11
Wyoming,94,2012-09-22,4,@,Idaho,133,W,23,36,63.9,370,5,30,90,3.0,1,66,460,7.0,6,40,3
Stanford,101,2012-09-27,4,@,Washington,105,L,18,37,48.6,170,0,28,68,2.4,0,65,238,3.7,1,13,-4
Washington,105,2012-09-27,4,,Stanford,101,W,19,37,51.4,177,1,34,136,4.0,1,71,313,4.4,2,17,4
BYU,66,2012-09-28,5,,Hawaii,87,W,14,24,58.3,144,2,54,396,7.3,5,78,540,6.9,7,47,47
Hawaii,87,2012-09-28,4,@,BYU,66,L,12,27,44.4,108,0,27,41,1.5,0,54,149,2.8,0,0,-47
Air Force,83,2012-09-29,4,,Colorado St.,85,W,2,5,40.0,57,2,67,459,6.9,4,72,516,7.2,6,42,21
Akron,71,2012-09-29,5,,Miami (OH),78,L,32,43,74.4,446,4,26,183,7.0,3,69,629,9.1,7,49,-7
Alabama,107,2012-09-29,5,,Ole Miss,116,W,22,30,73.3,180,2,34,125,3.7,0,64,305,4.8,3,33,19
Arizona,95,2012-09-29,5,,Oregon St.,100,L,31,53,58.5,403,3,23,142,6.2,2,76,545,7.2,5,35,-3
Arizona St.,96,2012-09-29,5,@,California,97,W,27,46,58.7,293,3,48,116,2.4,0,94,409,4.4,3,27,10
Arkansas,108,2012-09-29,5,N,Texas A&M,119,L,29,59,49.2,373,1,39,142,3.6,0,98,515,5.3,1,10,-48
Arkansas St.,122,2012-09-29,5,,Western Kentucky,64,L,24,41,58.5,208,1,39,127,3.3,0,80,335,4.2,1,13,-13
Army,65,2012-09-29,4,,Stony Brook,160,L,4,9,44.4,57,0,45,273,6.1,0,54,330,6.1,0,3,-20
Ball St.,72,2012-09-29,5,@,Kent State,77,L,32,43,74.4,445,5,38,112,2.9,0,81,557,6.9,5,43,-2
Baylor,41,2012-09-29,4,@,West Virginia,50,L,29,47,61.7,581,5,45,119,2.6,4,92,700,7.6,9,63,-7
Boise St.,84,2012-09-29,4,@,New Mexico,89,W,24,34,70.6,311,3,32,203,6.3,1,66,514,7.8,4,32,3
Boston College,13,2012-09-29,4,,Clemson,14,L,26,44,59.1,369,3,28,51,1.8,1,72,420,5.8,4,31,-14
Bowling Green,73,2012-09-29,5,,Rhode Island,158,W,24,34,70.6,332,3,39,206,5.3,3,73,538,7.4,7,48,40
Buffalo,74,2012-09-29,4,@,Connecticut,3,L,13,30,43.3,220,1,39,141,3.6,1,69,361,5.2,2,17,-7
California,97,2012-09-29,5,,Arizona St.,96,L,9,28,32.1,126,1,38,159,4.2,1,66,285,4.3,2,17,-10
Central Michigan,75,2012-09-29,4,@,Northern Illinois,79,L,20,40,50.0,332,2,31,130,4.2,1,71,462,6.5,3,24,-31
Cincinnati,2,2012-09-29,3,N,Virginia Tech,25,W,20,43,46.5,392,3,32,103,3.2,0,75,495,6.6,3,27,3
Clemson,14,2012-09-29,5,@,Boston College,13,W,28,38,73.7,367,3,46,209,4.5,3,84,576,6.9,6,45,14
Colorado,98,2012-09-29,5,,UCLA,102,L,23,35,65.7,226,2,30,83,2.8,0,65,309,4.8,2,14,-28
Colorado St.,85,2012-09-29,5,@,Air Force,83,L,24,36,66.7,312,2,34,129,3.8,1,70,441,6.3,3,21,-21
Connecticut,3,2012-09-29,5,,Buffalo,74,W,15,22,68.2,227,1,42,133,3.2,2,64,360,5.6,3,24,7
Duke,15,2012-09-29,5,@,Wake Forest,26,W,30,40,75.0,258,0,36,123,3.4,4,76,381,5.0,4,34,7
East Carolina,4,2012-09-29,5,,UTEP,62,W,28,40,70.0,258,1,39,217,5.6,3,79,475,6.0,4,28,10
Florida Atlantic,52,2012-09-29,5,,North Texas,57,L,21,34,61.8,142,0,37,159,4.3,2,71,301,4.2,2,14,-6
Florida Intl,53,2012-09-29,5,@,Louisiana,126,L,16,28,57.1,204,0,34,55,1.6,3,62,259,4.2,3,20,-28
Florida St.,16,2012-09-29,5,@,South Florida,9,W,19,26,73.1,242,1,41,182,4.4,1,67,424,6.3,3,30,13
Fresno St.,86,2012-09-29,5,,San Diego St.,90,W,42,55,76.4,536,5,31,110,3.5,2,86,646,7.5,7,52,12
Georgia,111,2012-09-29,5,,Tennessee,118,W,20,26,76.9,286,2,38,274,7.2,5,64,560,8.8,7,51,7
Georgia Tech,17,2012-09-29,5,,Middle Tennessee,56,L,18,26,69.2,187,0,53,238,4.5,4,79,425,5.4,4,28,-21
Houston,5,2012-09-29,4,N,Rice,59,W,26,43,60.5,361,2,44,247,5.6,3,87,608,7.0,5,35,21
Idaho,133,2012-09-29,5,@,North Carolina,21,L,19,36,52.8,109,0,28,80,2.9,0,64,189,3.0,0,0,-66
Illinois,27,2012-09-29,5,,Penn State,37,L,29,47,61.7,292,1,22,74,3.4,0,69,366,5.3,1,7,-28
Indiana,28,2012-09-29,4,@,Northwestern,35,L,22,39,56.4,266,1,28,159,5.7,2,67,425,6.3,4,29,-15
Iowa,29,2012-09-29,5,,Minnesota,33,W,18,31,58.1,192,1,25,182,7.3,2,56,374,6.7,4,31,18
Iowa St.,42,2012-09-29,4,,Texas Tech,49,L,10,20,50.0,73,1,38,116,3.1,0,58,189,3.3,2,13,-11
Kent State,77,2012-09-29,4,,Ball St.,72,W,16,32,50.0,295,3,36,166,4.6,2,68,461,6.8,6,45,2
Kentucky,112,2012-09-29,5,,South Carolina,117,L,13,24,54.2,123,0,39,120,3.1,2,63,243,3.9,2,17,-21
Louisiana,126,2012-09-29,4,,Florida Intl,53,W,21,31,67.7,314,2,39,187,4.8,4,70,501,7.2,6,48,28
Louisiana Tech,54,2012-09-29,4,@,Virginia,24,W,24,37,64.9,227,1,39,158,4.1,3,76,385,5.1,5,44,6
UL Monroe,130,2012-09-29,4,@,Tulane,11,W,19,28,67.9,331,3,41,222,5.4,4,69,553,8.0,9,63,53
Louisville,18,2012-09-29,5,@,Southern Miss,60,W,10,14,71.4,85,1,50,184,3.7,2,64,269,4.2,3,21,4
LSU,113,2012-09-29,5,,Towson,161,W,15,26,57.7,238,2,35,158,4.5,3,61,396,6.5,5,38,16
Marshall,55,2012-09-29,5,@,Purdue,38,L,45,68,66.2,439,5,23,95,4.1,0,91,534,5.9,6,41,-10
Massachusetts,68,2012-09-29,5,,Ohio,80,L,27,51,52.9,373,4,33,138,4.2,0,84,511,6.1,4,34,-3
Miami (FL),19,2012-09-29,5,,NC State,20,W,26,49,53.1,566,5,32,85,2.7,1,81,651,8.0,6,44,7
Miami (OH),78,2012-09-29,5,@,Akron,71,W,34,49,69.4,516,6,39,189,4.8,1,88,705,8.0,7,56,7
Michigan St.,32,2012-09-29,5,,Ohio St.,36,L,22,42,52.4,269,1,22,34,1.5,0,64,303,4.7,1,16,-1
Middle Tennessee,56,2012-09-29,4,@,Georgia Tech,17,W,17,23,73.9,246,2,44,264,6.0,5,67,510,7.6,7,49,21
Minnesota,33,2012-09-29,5,@,Iowa,29,L,20,33,60.6,197,2,32,102,3.2,0,65,299,4.6,2,13,-18
Missouri,115,2012-09-29,5,@,Central Florida,1,W,19,30,63.3,257,1,29,89,3.1,1,59,346,5.9,3,21,5
Navy,7,2012-09-29,4,,San Jose St.,91,L,7,13,53.8,74,0,38,70,1.8,0,51,144,2.8,0,0,-12
Nebraska,34,2012-09-29,5,,Wisconsin,40,W,17,29,58.6,181,2,46,259,5.6,1,75,440,5.9,3,30,3
Nevada,88,2012-09-29,5,@,Texas St.,128,W,21,34,61.8,286,3,50,273,5.5,1,84,559,6.7,4,34,13
New Mexico,89,2012-09-29,5,,Boise St.,84,L,7,12,58.3,44,0,54,330,6.1,4,66,374,5.7,4,29,-3
New Mexico State,69,2012-09-29,5,,UTSA,63,L,22,41,53.7,296,2,32,54,1.7,0,73,350,4.8,2,14,-21
North Carolina,21,2012-09-29,5,,Idaho,133,W,17,26,65.4,288,4,53,287,5.4,5,79,575,7.3,9,66,66
NC State,20,2012-09-29,5,@,Miami (FL),19,L,24,42,57.1,440,4,46,224,4.9,1,88,664,7.5,5,37,-7
North Texas,57,2012-09-29,5,@,Florida Atlantic,52,W,18,30,60.0,251,2,30,56,1.9,0,60,307,5.1,2,20,6
Northern Illinois,79,2012-09-29,5,,Central Michigan,75,W,14,33,42.4,215,1,55,407,7.4,6,88,622,7.1,7,55,31
Northwestern,35,2012-09-29,5,,Indiana,28,W,23,35,65.7,310,0,58,394,6.8,5,93,704,7.6,5,44,15
Ohio,80,2012-09-29,5,@,Massachusetts,68,W,15,27,55.6,229,2,52,274,5.3,2,79,503,6.4,4,37,3
Ohio St.,36,2012-09-29,5,@,Michigan St.,32,W,16,23,69.6,179,1,44,204,4.6,1,67,383,5.7,2,17,1
Oklahoma St.,46,2012-09-29,4,,Texas,48,L,18,27,66.7,301,2,40,275,6.9,2,67,576,8.6,4,36,-5
Ole Miss,116,2012-09-29,5,@,Alabama,107,L,19,33,57.6,138,0,35,80,2.3,2,68,218,3.2,2,14,-19
Oregon,99,2012-09-29,5,@,Washington St.,106,W,21,32,65.6,169,1,46,300,6.5,5,78,469,6.0,7,51,25
Oregon St.,100,2012-09-29,3,@,Arizona,95,W,29,45,64.4,433,3,43,180,4.2,2,88,613,7.0,5,38,3
Penn State,37,2012-09-29,5,@,Illinois,27,W,18,30,60.0,211,1,52,173,3.3,4,82,384,4.7,5,35,28
Purdue,38,2012-09-29,4,,Marshall,55,W,27,37,73.0,294,4,53,149,2.8,1,90,443,4.9,7,51,10
Rice,59,2012-09-29,5,N,Houston,5,L,18,36,50.0,274,2,34,69,2.0,0,70,343,4.9,2,14,-21
San Diego St.,90,2012-09-29,5,@,Fresno St.,86,L,13,23,56.5,160,2,40,179,4.5,2,63,339,5.4,6,40,-12
San Jose St.,91,2012-09-29,5,@,Navy,7,W,30,36,83.3,280,0,42,108,2.6,0,78,388,5.0,0,12,12
SMU,8,2012-09-29,4,,TCU,47,L,15,40,37.5,190,1,22,30,1.4,1,62,220,3.5,2,16,-8
South Alabama,127,2012-09-29,5,,Troy,129,L,8,20,40.0,59,0,43,193,4.5,1,63,252,4.0,1,10,-21
South Carolina,117,2012-09-29,5,@,Kentucky,112,W,15,19,78.9,148,2,48,200,4.2,3,67,348,5.2,5,38,21
South Florida,9,2012-09-29,5,,Florida St.,16,L,17,33,51.5,143,0,32,125,3.9,2,65,268,4.1,2,17,-13
Southern Miss,60,2012-09-29,4,,Louisville,18,L,2,9,22.2,25,0,48,224,4.7,1,57,249,4.4,2,17,-4
Tennessee,118,2012-09-29,5,@,Georgia,111,L,24,45,53.3,281,2,40,197,4.9,3,85,478,5.6,6,44,-7
Texas,48,2012-09-29,4,@,Oklahoma St.,46,W,30,38,78.9,304,3,42,136,3.2,2,80,440,5.5,6,41,5
Texas A&M,119,2012-09-29,4,N,Arkansas,108,W,34,47,72.3,498,3,32,218,6.8,3,79,716,9.1,7,58,48
TCU,47,2012-09-29,4,@,SMU,8,W,12,28,42.9,102,2,47,54,1.1,1,75,156,2.1,3,24,8
Texas St.,128,2012-09-29,4,,Nevada,88,L,18,34,52.9,186,2,29,68,2.3,1,63,254,4.0,3,21,-13
Texas Tech,49,2012-09-29,4,@,Iowa St.,42,W,31,47,66.0,332,3,30,63,2.1,0,77,395,5.1,3,24,11
Toledo,81,2012-09-29,5,@,Western Michigan,82,W,22,33,66.7,243,0,37,278,7.5,3,70,521,7.4,4,37,20
Troy,129,2012-09-29,5,@,South Alabama,127,W,18,27,66.7,281,1,51,214,4.2,3,78,495,6.3,4,31,21
Tulane,11,2012-09-29,4,,UL Monroe,130,L,21,45,46.7,160,1,21,-9,-0.4,0,66,151,2.3,1,10,-53
Tulsa,12,2012-09-29,5,@,UAB,61,W,23,39,59.0,237,2,46,241,5.2,5,85,478,5.6,7,49,7
UAB,61,2012-09-29,4,,Tulsa,12,L,20,30,66.7,337,3,35,1,0.0,3,65,338,5.2,6,42,-7
Central Florida,1,2012-09-29,4,,Missouri,115,L,29,45,64.4,267,2,35,128,3.7,0,80,395,4.9,2,16,-5
UCLA,102,2012-09-29,5,@,Colorado,98,W,25,40,62.5,281,2,44,211,4.8,4,84,492,5.9,6,42,28
UNLV,92,2012-09-29,5,@,Utah St.,93,L,18,39,46.2,188,1,35,117,3.3,0,74,305,4.1,1,13,-22
Utah St.,93,2012-09-29,5,,UNLV,92,W,22,35,62.9,426,4,35,138,3.9,0,70,564,8.1,4,35,22
UTEP,62,2012-09-29,5,@,East Carolina,4,L,10,30,33.3,151,1,36,151,4.2,0,66,302,4.6,2,18,-10
UTSA,63,2012-09-29,5,@,New Mexico State,69,W,19,32,59.4,269,3,32,129,4.0,2,64,398,6.2,5,35,21
Virginia,24,2012-09-29,5,,Louisiana Tech,54,L,25,41,61.0,480,5,39,145,3.7,0,80,625,7.8,5,38,-6
Virginia Tech,25,2012-09-29,5,N,Cincinnati,2,L,17,30,56.7,242,1,34,160,4.7,2,64,402,6.3,3,24,-3
Wake Forest,26,2012-09-29,5,,Duke,15,L,19,38,50.0,230,2,35,167,4.8,1,73,397,5.4,3,27,-7
Washington St.,106,2012-09-29,5,,Oregon,99,L,37,64,57.8,410,2,21,-8,-0.4,1,85,402,4.7,3,26,-25
West Virginia,50,2012-09-29,4,,Baylor,41,W,45,51,88.2,656,8,37,151,4.1,2,88,807,9.2,10,70,7
Western Kentucky,64,2012-09-29,5,@,Arkansas St.,122,W,11,19,57.9,122,2,41,243,5.9,1,60,365,6.1,3,26,13
Western Michigan,82,2012-09-29,5,,Toledo,81,L,26,46,56.5,232,1,30,173,5.8,1,76,405,5.3,2,17,-20
Wisconsin,40,2012-09-29,5,@,Nebraska,34,L,15,28,53.6,239,1,41,56,1.4,3,69,295,4.3,4,27,-3
Arkansas St.,122,2012-10-04,6,@,Florida Intl,53,W,15,23,65.2,223,1,37,198,5.4,4,60,421,7.0,5,34,14
East Carolina,4,2012-10-04,6,@,Central Florida,1,L,23,36,63.9,298,1,29,64,2.2,1,65,362,5.6,2,20,-20
Florida Intl,53,2012-10-04,6,,Arkansas St.,122,L,19,31,61.3,153,1,48,188,3.9,1,79,341,4.3,2,20,-14
Central Florida,1,2012-10-04,5,,East Carolina,4,W,15,21,71.4,269,1,36,167,4.6,2,57,436,7.6,4,40,20
USC,103,2012-10-04,5,@,Utah,104,W,23,30,76.7,303,3,32,129,4.0,1,62,432,7.0,5,38,10
Utah,104,2012-10-04,5,,USC,103,L,23,38,60.5,209,2,22,95,4.3,1,60,304,5.1,4,28,-10
BYU,66,2012-10-05,6,,Utah St.,93,W,24,36,66.7,235,1,45,145,3.2,0,81,380,4.7,1,6,3
Pittsburgh,22,2012-10-05,5,@,Syracuse,23,L,25,33,75.8,319,0,37,27,0.7,1,70,346,4.9,1,13,-1
Syracuse,23,2012-10-05,5,,Pittsburgh,22,W,19,31,61.3,185,0,33,120,3.6,1,64,305,4.8,2,14,1
Utah St.,93,2012-10-05,6,@,BYU,66,L,22,39,56.4,202,0,24,41,1.7,0,63,243,3.9,0,3,-3
Air Force,83,2012-10-06,5,,Navy,7,L,9,13,69.2,144,2,64,363,5.7,1,77,507,6.6,3,21,-7
Akron,71,2012-10-06,6,,Bowling Green,73,L,29,50,58.0,228,1,26,88,3.4,0,76,316,4.2,1,10,-14
Arizona,95,2012-10-06,6,@,Stanford,101,L,45,69,65.2,491,3,34,126,3.7,3,103,617,6.0,6,48,-6
Arkansas,108,2012-10-06,6,@,Auburn,109,W,23,30,76.7,256,1,30,116,3.9,2,60,372,6.2,3,24,17
Army,65,2012-10-06,5,,Boston College,13,W,5,13,38.5,79,0,79,516,6.5,4,92,595,6.5,4,34,3
Auburn,109,2012-10-06,5,,Arkansas,108,L,22,35,62.9,281,1,32,40,1.3,0,67,321,4.8,1,7,-17
Ball St.,72,2012-10-06,6,,Northern Illinois,79,L,42,71,59.2,434,1,29,129,4.4,1,100,563,5.6,2,23,-12
Boise St.,84,2012-10-06,5,@,Southern Miss,60,W,19,30,63.3,201,3,33,109,3.3,2,63,310,4.9,5,40,26
Boston College,13,2012-10-06,5,@,Army,65,L,16,29,55.2,234,1,28,186,6.6,3,57,420,7.4,4,31,-3
Bowling Green,73,2012-10-06,6,@,Akron,71,W,14,33,42.4,180,2,44,292,6.6,1,77,472,6.1,3,24,14
Buffalo,74,2012-10-06,5,@,Ohio,80,L,19,36,52.8,188,2,56,313,5.6,2,92,501,5.4,4,31,-7
California,97,2012-10-06,6,,UCLA,102,W,25,30,83.3,295,4,42,185,4.4,2,72,480,6.7,6,43,26
Central Michigan,75,2012-10-06,5,@,Toledo,81,L,28,44,63.6,337,4,24,46,1.9,1,68,383,5.6,5,35,-15
Cincinnati,2,2012-10-06,4,,Miami (OH),78,W,13,23,56.5,157,2,50,272,5.4,4,73,429,5.9,7,52,38
Clemson,14,2012-10-06,6,,Georgia Tech,17,W,26,42,61.9,397,2,51,204,4.0,3,93,601,6.5,5,47,16
Colorado St.,85,2012-10-06,6,,Fresno St.,86,L,16,31,51.6,194,1,27,55,2.0,0,58,249,4.3,1,7,-21
Connecticut,3,2012-10-06,6,@,Rutgers,39,L,14,33,42.4,191,0,28,53,1.9,0,61,244,4.0,0,3,-16
Duke,15,2012-10-06,6,,Virginia,24,W,19,32,59.4,212,4,36,182,5.1,2,68,394,5.8,6,42,25
Eastern Michigan,76,2012-10-06,5,,Kent State,77,L,9,17,52.9,93,1,21,107,5.1,1,38,200,5.3,2,14,-27
Florida,110,2012-10-06,5,,LSU,113,W,8,12,66.7,61,0,58,176,3.0,2,70,237,3.4,2,14,8
Florida St.,16,2012-10-06,6,@,NC State,20,L,17,30,56.7,218,1,36,125,3.5,0,66,343,5.2,1,16,-1
Fresno St.,86,2012-10-06,6,@,Colorado St.,85,W,25,42,59.5,217,4,43,191,4.4,0,85,408,4.8,4,28,21
Georgia,111,2012-10-06,6,@,South Carolina,117,L,11,31,35.5,109,0,36,115,3.2,1,67,224,3.3,1,7,-28
Georgia Tech,17,2012-10-06,6,@,Clemson,14,L,9,14,64.3,144,1,46,339,7.4,3,60,483,8.1,4,31,-16
Hawaii,87,2012-10-06,5,@,San Diego St.,90,L,14,28,50.0,112,1,30,61,2.0,1,58,173,3.0,2,14,-38
Houston,5,2012-10-06,5,,North Texas,57,W,31,42,73.8,321,2,37,302,8.2,3,79,623,7.9,5,44,23
Idaho,133,2012-10-06,6,,New Mexico State,69,W,26,48,54.2,304,2,28,77,2.8,0,76,381,5.0,2,26,8
Illinois,27,2012-10-06,6,@,Wisconsin,40,L,18,30,60.0,178,1,34,106,3.1,1,64,284,4.4,2,14,-17
Indiana,28,2012-10-06,5,,Michigan St.,32,L,33,48,68.8,282,3,19,35,1.8,0,67,317,4.7,3,27,-4
Iowa St.,42,2012-10-06,5,@,TCU,47,W,13,22,59.1,198,4,35,152,4.3,0,57,350,6.1,5,37,14
Kansas,43,2012-10-06,5,@,Kansas St.,44,L,19,32,59.4,213,1,49,175,3.6,1,81,388,4.8,2,16,-40
Kansas St.,44,2012-10-06,5,,Kansas,43,W,7,14,50.0,129,2,37,346,9.4,6,51,475,9.3,8,56,40
Kent State,77,2012-10-06,5,@,Eastern Michigan,76,W,14,24,58.3,146,1,57,321,5.6,3,81,467,5.8,5,41,27
Kentucky,112,2012-10-06,6,,Mississippi St.,114,L,15,27,55.6,144,1,34,84,2.5,1,61,228,3.7,2,14,-13
Louisiana,126,2012-10-06,5,,Tulane,11,W,9,22,40.9,150,2,53,294,5.5,2,75,444,5.9,5,41,28
Louisiana Tech,54,2012-10-06,5,,UNLV,92,W,31,46,67.4,316,1,51,306,6.0,6,97,622,6.4,7,58,27
UL Monroe,130,2012-10-06,5,@,Middle Tennessee,56,W,27,39,69.2,296,1,51,204,4.0,3,90,500,5.6,4,31,14
LSU,113,2012-10-06,6,@,Florida,110,L,11,25,44.0,158,0,25,42,1.7,0,50,200,4.0,0,6,-8
Marshall,55,2012-10-06,6,,Tulsa,12,L,32,45,71.1,403,3,45,169,3.8,2,90,572,6.4,5,38,-7
Maryland,30,2012-10-06,5,,Wake Forest,26,W,14,25,56.0,191,1,43,53,1.2,1,68,244,3.6,2,19,5
Massachusetts,68,2012-10-06,6,@,Western Michigan,82,L,17,29,58.6,135,0,33,83,2.5,2,62,218,3.5,2,14,-38
Memphis,6,2012-10-06,5,,Rice,59,W,9,14,64.3,81,2,51,164,3.2,0,65,245,3.8,2,14,4
Miami (FL),19,2012-10-06,6,@,Notre Dame,70,L,18,35,51.4,201,0,18,84,4.7,0,53,285,5.4,0,3,-38
Miami (OH),78,2012-10-06,6,@,Cincinnati,2,L,27,53,50.9,320,2,19,59,3.1,0,72,379,5.3,2,14,-38
Michigan,31,2012-10-06,5,@,Purdue,38,W,8,16,50.0,105,1,54,304,5.6,3,70,409,5.8,5,44,31
Michigan St.,32,2012-10-06,6,@,Indiana,28,W,24,40,60.0,290,2,42,120,2.9,2,82,410,5.0,4,31,4
Middle Tennessee,56,2012-10-06,5,,UL Monroe,130,L,23,34,67.6,238,0,19,69,3.6,2,53,307,5.8,2,17,-14
Mississippi St.,114,2012-10-06,5,@,Kentucky,112,W,23,39,59.0,269,2,39,158,4.1,1,78,427,5.5,3,27,13
Missouri,115,2012-10-06,6,,Vanderbilt,120,L,14,40,35.0,245,1,35,150,4.3,0,75,395,5.3,1,15,-4
Navy,7,2012-10-06,5,@,Air Force,83,W,6,6,100.0,74,0,54,285,5.3,3,60,359,6.0,3,28,7
Nebraska,34,2012-10-06,6,@,Ohio St.,36,L,15,25,60.0,214,1,46,223,4.8,4,71,437,6.2,5,38,-25
Nevada,88,2012-10-06,6,,Wyoming,94,W,30,45,66.7,438,4,37,127,3.4,1,82,565,6.9,5,35,7
New Mexico,89,2012-10-06,6,,Texas St.,128,W,1,3,33.3,9,0,59,361,6.1,5,62,370,6.0,5,35,21
New Mexico State,69,2012-10-06,6,@,Idaho,133,L,28,46,60.9,309,1,28,98,3.5,1,74,407,5.5,2,18,-8
North Carolina,21,2012-10-06,6,,Virginia Tech,25,W,17,30,56.7,194,1,45,339,7.5,4,75,533,7.1,6,48,14
NC State,20,2012-10-06,6,,Florida St.,16,W,30,55,54.5,259,2,27,66,2.4,0,82,325,4.0,2,17,1
North Texas,57,2012-10-06,6,@,Houston,5,L,20,38,52.6,252,0,40,231,5.8,3,78,483,6.2,3,21,-23
Northern Illinois,79,2012-10-06,6,@,Ball St.,72,W,16,23,69.6,195,1,52,314,6.0,4,75,509,6.8,5,35,12
Northwestern,35,2012-10-06,6,@,Penn State,37,L,21,36,58.3,135,1,25,112,4.5,2,61,247,4.0,4,28,-11
Notre Dame,70,2012-10-06,5,,Miami (FL),19,W,19,26,73.1,211,0,51,376,7.4,5,77,587,7.6,5,41,38
Ohio,80,2012-10-06,6,,Buffalo,74,W,15,27,55.6,184,1,36,149,4.1,3,63,333,5.3,5,38,7
Ohio St.,36,2012-10-06,6,,Nebraska,34,W,7,14,50.0,127,1,48,371,7.7,6,62,498,8.0,9,63,25
Oklahoma,45,2012-10-06,4,@,Texas Tech,49,W,25,40,62.5,259,2,29,121,4.2,2,69,380,5.5,5,41,21
Ole Miss,116,2012-10-06,6,,Texas A&M,119,L,20,35,57.1,305,1,44,159,3.6,2,79,464,5.9,3,27,-3
Oregon,99,2012-10-06,6,,Washington,105,W,15,24,62.5,198,4,52,299,5.8,2,76,497,6.5,7,52,31
Oregon St.,100,2012-10-06,4,,Washington St.,106,W,25,42,59.5,270,1,40,100,2.5,1,82,370,4.5,2,19,13
Penn State,37,2012-10-06,6,,Northwestern,35,W,35,51,68.6,282,2,48,161,3.4,3,99,443,4.5,5,39,11
