School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Points For,Points Against,Points Difference,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Rush Att,Rush Yard,Rush Avg,Rush TD,Fum,Turnovers,Total TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp,Total TD opp
Oklahoma St.,46,2001-09-22,3,@,Texas A&M,119,L,7,21,-14,15,30,50.0,135,0,0,36,64,1.8,1,1,1,1,14,25,56.0,92,1,42,148,3.5,1,1,1,2,3
Oregon,99,2001-09-22,3,,USC,103,W,24,22,2,23,36,63.9,223,2,0,26,80,3.1,0,1,1,3,25,40,62.5,411,2,32,40,1.3,0,0,3,3,2
Penn State,37,2001-09-22,2,,Wisconsin,40,L,6,18,-12,6,20,30.0,108,1,1,25,23,0.9,0,1,2,1,10,19,52.6,114,1,66,320,4.8,1,0,1,1,2
Purdue,38,2001-09-22,2,,Akron,71,W,33,14,19,22,41,53.7,292,2,2,36,179,5.0,2,0,2,4,15,25,60.0,133,1,47,133,2.8,1,1,2,3,2
Rutgers,39,2001-09-22,3,,Virginia Tech,25,L,0,50,-50,12,24,50.0,70,0,4,38,32,0.8,0,2,6,0,19,27,70.4,175,4,46,223,4.8,1,1,0,1,6
San Diego St.,90,2001-09-22,3,@,Colorado St.,85,W,14,7,7,17,25,68.0,200,0,0,50,170,3.4,2,1,1,2,11,30,36.7,119,1,29,93,3.2,0,0,1,1,1
SMU,8,2001-09-22,3,,NC State,20,L,17,26,-9,13,23,56.5,151,2,1,44,165,3.8,0,2,3,2,21,31,67.7,215,0,26,73,2.8,2,0,1,1,3
South Florida,9,2001-09-22,3,@,Memphis,6,L,9,17,-8,25,62,40.3,276,0,3,23,124,5.4,0,1,4,1,15,20,75.0,164,1,43,161,3.7,1,3,1,4,2
Southern Miss,60,2001-09-22,2,@,Louisiana,126,W,35,10,25,21,35,60.0,272,1,1,44,104,2.4,3,1,2,4,10,39,25.6,137,0,17,7,0.4,1,0,3,3,1
Stanford,101,2001-09-22,2,,Arizona St.,96,W,51,28,23,22,33,66.7,325,4,0,44,223,5.1,3,0,0,7,23,47,48.9,418,3,23,86,3.7,0,1,2,3,3
Syracuse,23,2001-09-22,4,,Auburn,109,W,31,14,17,6,15,40.0,74,0,0,52,239,4.6,4,0,0,4,13,23,56.5,172,1,40,182,4.6,1,4,1,5,2
Temple,10,2001-09-22,3,@,Bowling Green,73,L,23,42,-19,26,51,51.0,327,2,3,32,29,0.9,0,1,4,3,18,35,51.4,194,2,28,54,1.9,1,1,2,3,6
Texas,48,2001-09-22,3,@,Houston,5,W,53,26,27,22,37,59.5,341,4,1,39,193,4.9,3,1,2,7,20,33,60.6,364,3,30,68,2.3,1,2,1,3,4
Texas A&M,119,2001-09-22,3,,Oklahoma St.,46,W,21,7,14,14,25,56.0,92,1,1,42,148,3.5,1,1,2,3,15,30,50.0,135,0,36,64,1.8,1,1,0,1,1
TCU,47,2001-09-22,4,,Northwestern State,243,L,24,27,-3,18,32,56.3,263,3,0,32,77,2.4,0,0,0,3,18,36,50.0,326,2,43,121,2.8,1,0,0,0,3
Texas Tech,49,2001-09-22,2,@,North Texas,57,W,42,14,28,35,46,76.1,286,2,0,27,121,4.5,2,0,0,6,14,32,43.8,125,1,38,160,4.2,1,2,2,4,2
Toledo,81,2001-09-22,3,@,Central Michigan,75,W,52,28,24,15,25,60.0,173,2,0,45,289,6.4,5,0,0,7,25,42,59.5,280,3,41,118,2.9,1,1,2,3,4
Troy,129,2001-09-22,3,,Nicholls State,242,W,26,0,26,13,22,59.1,147,1,3,36,118,3.3,3,0,3,4,5,18,27.8,103,0,60,183,3.1,0,1,0,1,0
Tulane,11,2001-09-22,4,,Central Florida,1,L,29,36,-7,30,47,63.8,280,2,0,31,126,4.1,1,0,0,3,20,29,69.0,338,1,44,184,4.2,4,2,1,3,5
Tulsa,12,2001-09-22,2,,Fresno St.,86,L,18,37,-19,24,41,58.5,210,0,2,39,145,3.7,2,0,2,2,22,29,75.9,314,3,33,199,6.0,1,0,1,1,4
UAB,61,2001-09-22,3,,Army,65,W,55,3,52,19,25,76.0,220,2,0,49,239,4.9,4,0,0,7,21,36,58.3,191,0,21,46,2.2,0,2,4,6,0
Central Florida,1,2001-09-22,3,@,Tulane,11,W,36,29,7,20,29,69.0,338,1,1,44,184,4.2,4,2,3,5,30,47,63.8,280,2,31,126,4.1,1,0,0,0,3
UCLA,102,2001-09-22,3,,Ohio St.,36,W,13,6,7,16,26,61.5,262,1,0,41,61,1.5,0,4,4,1,5,23,21.7,45,0,35,121,3.5,0,0,2,2,1
UNLV,92,2001-09-22,3,@,Arizona,95,L,21,38,-17,7,20,35.0,156,1,0,37,124,3.4,1,2,2,3,19,34,55.9,256,3,37,184,5.0,1,2,0,2,5
USC,103,2001-09-22,3,@,Oregon,99,L,22,24,-2,25,40,62.5,411,2,3,32,40,1.3,0,0,3,2,23,36,63.9,223,2,26,80,3.1,0,1,0,1,3
Utah,104,2001-09-22,3,@,Indiana,28,W,28,26,2,21,29,72.4,278,2,0,43,169,3.9,2,1,1,4,13,23,56.5,157,1,44,229,5.2,3,0,1,1,4
Utah St.,93,2001-09-22,3,,Wyoming,94,L,42,43,-1,31,47,66.0,277,4,0,35,294,8.4,2,0,0,6,22,38,57.9,422,2,34,166,4.9,2,0,0,0,4
UTEP,62,2001-09-22,3,@,Boise St.,84,L,17,42,-25,16,28,57.1,153,2,2,42,160,3.8,0,0,2,2,8,13,61.5,155,3,53,224,4.2,3,2,0,2,6
Vanderbilt,120,2001-09-22,3,,Richmond,159,W,28,22,6,20,32,62.5,236,2,0,26,116,4.5,2,1,1,4,8,18,44.4,141,0,51,169,3.3,3,0,0,0,3
Virginia,24,2001-09-22,3,@,Clemson,14,W,26,24,2,18,34,52.9,227,2,1,35,160,4.6,1,0,1,3,25,34,73.5,251,0,51,182,3.6,3,1,2,3,3
Virginia Tech,25,2001-09-22,3,@,Rutgers,39,W,50,0,50,19,27,70.4,175,4,0,46,223,4.8,1,1,1,6,12,24,50.0,70,0,38,32,0.8,0,2,4,6,0
Wake Forest,26,2001-09-22,3,,Maryland,30,L,20,27,-7,17,32,53.1,216,1,1,46,163,3.5,1,1,2,2,16,23,69.6,222,0,51,297,5.8,3,0,2,2,3
Washington,105,2001-09-22,2,,Idaho,133,W,53,3,50,19,26,73.1,222,1,1,45,212,4.7,3,1,2,7,12,28,42.9,120,0,34,130,3.8,0,0,2,2,0
Washington St.,106,2001-09-22,3,,California,97,W,51,20,31,23,47,48.9,513,4,1,36,92,2.6,2,0,1,6,20,49,40.8,296,2,27,71,2.6,0,2,2,4,2
West Virginia,50,2001-09-22,3,,Kent State,77,W,34,14,20,27,34,79.4,286,2,0,51,217,4.3,2,2,2,4,13,33,39.4,117,1,42,176,4.2,1,1,2,3,2
Western Michigan,82,2001-09-22,3,@,Michigan,31,L,21,38,-17,36,58,62.1,374,2,2,25,13,0.5,1,0,2,3,18,30,60.0,284,2,39,188,4.8,3,0,0,0,5
Wisconsin,40,2001-09-22,4,@,Penn State,37,W,18,6,12,10,19,52.6,114,1,1,66,320,4.8,1,0,1,2,6,20,30.0,108,1,25,23,0.9,0,1,1,2,1
Wyoming,94,2001-09-22,3,@,Utah St.,93,W,43,42,1,22,38,57.9,422,2,0,34,166,4.9,2,0,0,4,31,47,66.0,277,4,35,294,8.4,2,0,0,0,6
Miami (FL),19,2001-09-27,3,@,Pittsburgh,22,W,43,21,22,20,34,58.8,224,1,1,45,243,5.4,4,0,1,5,17,35,48.6,175,1,32,133,4.2,2,2,1,3,3
Pittsburgh,22,2001-09-27,3,,Miami (FL),19,L,21,43,-22,17,35,48.6,175,1,1,32,133,4.2,2,2,3,3,20,34,58.8,224,1,45,243,5.4,4,0,1,1,5
Air Force,83,2001-09-29,3,@,San Diego St.,90,W,45,21,24,7,15,46.7,120,0,0,66,307,4.7,6,0,0,6,14,27,51.9,199,0,36,204,5.7,3,2,2,4,3
Akron,71,2001-09-29,4,,Kent State,77,W,14,10,4,13,22,59.1,137,0,1,43,175,4.1,2,0,1,2,17,26,65.4,193,1,45,162,3.6,0,2,0,2,1
Alabama,107,2001-09-29,4,@,South Carolina,117,L,36,37,-1,20,25,80.0,231,1,1,58,285,4.9,3,2,3,4,19,34,55.9,291,3,23,68,3.0,2,2,0,2,5
Arizona,95,2001-09-29,4,,Washington St.,106,L,21,48,-27,14,28,50.0,190,1,4,25,76,3.0,1,0,4,3,17,33,51.5,283,2,51,138,2.7,3,1,1,2,6
Arizona St.,96,2001-09-29,3,,San Jose St.,91,W,53,15,38,15,22,68.2,229,4,2,52,224,4.3,2,1,3,7,24,40,60.0,272,1,24,63,2.6,1,3,2,5,2
Arkansas,108,2001-09-29,4,@,Georgia,111,L,23,34,-11,17,32,53.1,212,0,1,34,85,2.5,1,0,1,2,20,38,52.6,298,2,43,161,3.7,2,0,1,1,4
Army,65,2001-09-29,3,@,Boston College,13,L,10,31,-21,11,29,37.9,108,1,2,36,154,4.3,0,0,2,1,21,28,75.0,204,2,43,192,4.5,1,2,1,3,4
Auburn,109,2001-09-29,4,@,Vanderbilt,120,W,24,21,3,17,24,70.8,247,1,0,28,107,3.8,2,2,2,3,20,43,46.5,162,1,37,168,4.5,2,1,1,2,3
Ball St.,72,2001-09-29,4,,Miami (OH),78,L,20,28,-8,13,29,44.8,108,2,2,40,170,4.3,1,0,2,3,15,24,62.5,122,1,42,212,5.0,3,1,1,2,4
Baylor,41,2001-09-29,3,@,Iowa St.,42,L,0,41,-41,27,40,67.5,177,0,2,27,13,0.5,0,1,3,0,24,29,82.8,330,4,48,179,3.7,1,0,1,1,5
Boise St.,84,2001-09-29,4,@,Idaho,133,W,45,13,32,18,24,75.0,328,3,0,41,209,5.1,3,0,0,6,29,55,52.7,427,1,31,57,1.8,1,0,1,1,2
Boston College,13,2001-09-29,4,,Army,65,W,31,10,21,21,28,75.0,204,2,1,43,192,4.5,1,2,3,4,11,29,37.9,108,1,36,154,4.3,0,0,2,2,1
Bowling Green,73,2001-09-29,4,@,Marshall,55,L,31,37,-6,16,30,53.3,264,3,2,33,119,3.6,0,0,2,4,22,35,62.9,327,4,41,94,2.3,1,2,0,2,5
BYU,66,2001-09-29,4,@,UNLV,92,W,35,31,4,23,38,60.5,281,2,1,35,167,4.8,2,3,4,4,11,18,61.1,132,0,49,189,3.9,3,1,2,3,4
Buffalo,74,2001-09-29,4,,Central Michigan,75,L,8,16,-8,17,36,47.2,194,1,2,24,42,1.8,0,1,3,1,14,28,50.0,139,0,65,285,4.4,1,1,0,1,1
California,97,2001-09-29,4,,Washington,105,L,28,31,-3,22,38,57.9,280,4,0,32,90,2.8,0,2,2,4,18,33,54.5,290,2,45,116,2.6,2,0,0,0,4
Central Michigan,75,2001-09-29,4,@,Buffalo,74,W,16,8,8,14,28,50.0,139,0,0,65,285,4.4,1,1,1,1,17,36,47.2,194,1,24,42,1.8,0,1,2,3,1
Clemson,14,2001-09-29,4,@,Georgia Tech,17,W,47,44,3,18,32,56.3,254,2,0,52,248,4.8,5,1,1,7,17,27,63.0,216,2,45,196,4.4,3,0,1,1,5
Colorado St.,85,2001-09-29,4,@,Wyoming,94,W,42,14,28,13,22,59.1,133,1,0,52,302,5.8,3,4,4,5,13,26,50.0,162,1,40,116,2.9,1,1,4,5,2
Connecticut,3,2001-09-29,4,@,Rutgers,39,W,20,19,1,16,30,53.3,140,1,1,28,75,2.7,1,1,2,2,12,28,42.9,132,2,50,130,2.6,0,1,2,3,2
Duke,15,2001-09-29,4,@,Virginia,24,L,10,31,-21,17,36,47.2,191,0,1,37,123,3.3,1,0,1,1,24,36,66.7,284,3,37,157,4.2,1,0,1,1,4
East Carolina,4,2001-09-29,4,@,Syracuse,23,L,30,44,-14,17,34,50.0,192,2,2,37,275,7.4,2,2,4,4,18,29,62.1,312,4,47,108,2.3,2,1,2,3,6
Eastern Michigan,76,2001-09-29,4,,Western Michigan,82,L,10,31,-21,16,29,55.2,93,1,1,38,146,3.8,0,2,3,1,21,35,60.0,205,1,36,158,4.4,2,2,1,3,4
Florida,110,2001-09-29,4,,Mississippi St.,114,W,52,0,52,29,49,59.2,507,6,0,30,133,4.4,1,1,1,7,18,37,48.6,170,0,28,44,1.6,0,1,1,2,0
Florida St.,16,2001-09-29,4,,Wake Forest,26,W,48,24,24,17,28,60.7,358,3,1,43,154,3.6,4,0,1,7,10,25,40.0,171,0,57,265,4.6,3,0,3,3,3
Fresno St.,86,2001-09-29,5,,Louisiana Tech,54,W,38,28,10,26,42,61.9,319,2,0,43,247,5.7,3,0,0,5,32,60,53.3,368,4,23,69,3.0,0,1,2,3,4
Georgia,111,2001-09-29,3,,Arkansas,108,W,34,23,11,20,38,52.6,298,2,1,43,161,3.7,2,0,1,4,17,32,53.1,212,0,34,85,2.5,1,0,1,1,2
Georgia Tech,17,2001-09-29,4,,Clemson,14,L,44,47,-3,17,27,63.0,216,2,1,45,196,4.4,3,0,1,5,18,32,56.3,254,2,52,248,4.8,5,1,0,1,7
Hawaii,87,2001-09-29,3,,Rice,59,L,24,27,-3,30,57,52.6,390,2,4,23,48,2.1,1,0,4,3,7,19,36.8,140,1,64,212,3.3,1,1,0,1,3
Houston,5,2001-09-29,3,,TCU,47,L,17,34,-17,20,40,50.0,272,1,0,26,113,4.3,1,4,4,2,12,22,54.5,89,0,50,268,5.4,3,0,2,2,4
Idaho,133,2001-09-29,4,,Boise St.,84,L,13,45,-32,29,55,52.7,427,1,1,31,57,1.8,1,0,1,2,18,24,75.0,328,3,41,209,5.1,3,0,0,0,6
Illinois,27,2001-09-29,4,@,Michigan,31,L,20,45,-25,24,46,52.2,275,1,1,27,25,0.9,1,1,2,2,16,30,53.3,268,2,45,137,3.0,4,1,0,1,6
Indiana,28,2001-09-29,3,,Ohio St.,36,L,14,27,-13,14,21,66.7,181,1,1,36,156,4.3,1,1,2,2,15,21,71.4,194,0,53,197,3.7,3,0,0,0,3
Iowa,29,2001-09-29,3,,Penn State,37,W,24,18,6,16,25,64.0,225,1,0,44,104,2.4,2,1,1,3,20,37,54.1,161,1,27,33,1.2,0,1,0,1,2
Iowa St.,42,2001-09-29,3,,Baylor,41,W,41,0,41,24,29,82.8,330,4,1,48,179,3.7,1,0,1,5,27,40,67.5,177,0,27,13,0.5,0,1,2,3,0
Kansas St.,44,2001-09-29,3,@,Oklahoma,45,L,37,38,-1,12,32,37.5,257,1,1,42,189,4.5,4,1,2,5,18,39,46.2,316,3,26,9,0.3,1,0,3,3,5
Kent State,77,2001-09-29,4,@,Akron,71,L,10,14,-4,17,26,65.4,193,1,0,45,162,3.6,0,2,2,1,13,22,59.1,137,0,43,175,4.1,2,0,1,1,2
Kentucky,112,2001-09-29,4,,Ole Miss,116,L,31,42,-11,12,33,36.4,104,0,1,36,225,6.3,4,0,1,4,19,36,52.8,268,2,42,229,5.5,4,1,0,1,6
Louisiana,126,2001-09-29,4,,Middle Tennessee,56,L,9,26,-17,26,42,61.9,241,1,2,37,105,2.8,0,2,4,1,5,17,29.4,53,2,43,289,6.7,1,1,2,3,4
Louisiana Tech,54,2001-09-29,3,@,Fresno St.,86,L,28,38,-10,32,60,53.3,368,4,2,23,69,3.0,0,1,3,4,26,42,61.9,319,2,43,247,5.7,3,0,0,0,5
UL Monroe,130,2001-09-29,4,,New Mexico State,69,L,0,31,-31,16,35,45.7,147,0,2,15,30,2.0,0,0,2,0,14,23,60.9,166,1,67,288,4.3,3,0,0,0,4
Louisville,18,2001-09-29,5,,Memphis,6,W,38,21,17,15,27,55.6,207,2,0,40,235,5.9,3,2,2,5,22,41,53.7,177,2,38,212,5.6,1,1,0,1,3
LSU,113,2001-09-29,3,@,Tennessee,118,L,18,26,-8,21,43,48.8,356,2,0,20,29,1.5,0,1,1,2,18,28,64.3,309,1,49,139,2.8,2,0,2,2,3
Marshall,55,2001-09-29,3,,Bowling Green,73,W,37,31,6,22,35,62.9,327,4,0,41,94,2.3,1,2,2,5,16,30,53.3,264,3,33,119,3.6,0,0,2,2,4
Maryland,30,2001-09-29,4,,West Virginia,50,W,32,20,12,13,32,40.6,192,1,0,52,181,3.5,3,0,0,5,31,52,59.6,279,1,43,151,3.5,0,2,4,6,2
Memphis,6,2001-09-29,4,@,Louisville,18,L,21,38,-17,22,41,53.7,177,2,0,38,212,5.6,1,1,1,3,15,27,55.6,207,2,40,235,5.9,3,2,0,2,5
Miami (OH),78,2001-09-29,4,@,Ball St.,72,W,28,20,8,15,24,62.5,122,1,1,42,212,5.0,3,1,2,4,13,29,44.8,108,2,40,170,4.3,1,0,2,2,3
Michigan,31,2001-09-29,4,,Illinois,27,W,45,20,25,16,30,53.3,268,2,0,45,137,3.0,4,1,1,6,24,46,52.2,275,1,27,25,0.9,1,1,1,2,2
Michigan St.,32,2001-09-29,3,@,Northwestern,35,L,26,27,-1,22,37,59.5,274,0,1,42,111,2.6,2,2,3,4,23,40,57.5,231,2,44,191,4.3,1,0,1,1,3
Middle Tennessee,56,2001-09-29,4,@,Louisiana,126,W,26,9,17,5,17,29.4,53,2,2,43,289,6.7,1,1,3,4,26,42,61.9,241,1,37,105,2.8,0,2,2,4,1
Minnesota,33,2001-09-29,3,,Purdue,38,L,28,35,-7,14,28,50.0,190,3,3,43,216,5.0,1,0,3,4,23,37,62.2,337,4,39,151,3.9,0,0,2,2,4
Mississippi St.,114,2001-09-29,3,@,Florida,110,L,0,52,-52,18,37,48.6,170,0,1,28,44,1.6,0,1,2,0,29,49,59.2,507,6,30,133,4.4,1,1,0,1,7
Missouri,115,2001-09-29,3,,Nebraska,34,L,3,36,-33,16,43,37.2,138,0,0,23,67,2.9,0,0,0,0,8,15,53.3,120,0,72,412,5.7,5,1,1,2,5
Nebraska,34,2001-09-29,5,@,Missouri,115,W,36,3,33,8,15,53.3,120,0,1,72,412,5.7,5,1,2,5,16,43,37.2,138,0,23,67,2.9,0,0,0,0,0
New Mexico,89,2001-09-29,4,@,Utah,104,L,16,37,-21,10,36,27.8,165,1,1,36,146,4.1,1,2,3,2,15,30,50.0,210,1,48,255,5.3,4,1,1,2,5
New Mexico State,69,2001-09-29,5,@,UL Monroe,130,W,31,0,31,14,23,60.9,166,1,0,67,288,4.3,3,0,0,4,16,35,45.7,147,0,15,30,2.0,0,0,2,2,0
North Carolina,21,2001-09-29,5,@,NC State,20,W,17,9,8,17,29,58.6,186,2,2,49,161,3.3,0,1,3,2,25,45,55.6,309,1,20,52,2.6,0,2,0,2,1
NC State,20,2001-09-29,3,,North Carolina,21,L,9,17,-8,25,45,55.6,309,1,0,20,52,2.6,0,2,2,1,17,29,58.6,186,2,49,161,3.3,0,1,2,3,2
North Texas,57,2001-09-29,4,@,South Florida,9,L,10,28,-18,18,33,54.5,203,1,1,37,118,3.2,0,1,2,1,15,24,62.5,206,0,41,126,3.1,3,1,1,2,4
Northern Illinois,79,2001-09-29,4,@,Toledo,81,L,20,41,-21,22,43,51.2,210,1,2,28,17,0.6,0,0,2,2,21,30,70.0,254,2,49,217,4.4,4,1,2,3,6
Northwestern,35,2001-09-29,3,,Michigan St.,32,W,27,26,1,23,40,57.5,231,2,1,44,191,4.3,1,0,1,3,22,37,59.5,274,0,42,111,2.6,2,2,1,3,4
Notre Dame,70,2001-09-29,3,@,Texas A&M,119,L,3,24,-21,12,27,44.4,121,0,3,33,70,2.1,0,0,3,0,15,27,55.6,177,1,40,133,3.3,1,0,0,0,3
Ohio St.,36,2001-09-29,3,@,Indiana,28,W,27,14,13,15,21,71.4,194,0,0,53,197,3.7,3,0,0,3,14,21,66.7,181,1,36,156,4.3,1,1,1,2,2
Oklahoma,45,2001-09-29,4,,Kansas St.,44,W,38,37,1,18,39,46.2,316,3,3,26,9,0.3,1,0,3,5,12,32,37.5,257,1,42,189,4.5,4,1,1,2,5
Oklahoma St.,46,2001-09-29,4,,Northwestern State,243,W,24,0,24,21,29,72.4,222,2,0,39,106,2.7,1,1,1,3,10,25,40.0,67,0,32,118,3.7,0,1,1,2,0
Ole Miss,116,2001-09-29,3,@,Kentucky,112,W,42,31,11,19,36,52.8,268,2,0,42,229,5.5,4,1,1,6,12,33,36.4,104,0,36,225,6.3,4,0,1,1,4
Oregon,99,2001-09-29,4,@,Utah St.,93,W,38,21,17,17,24,70.8,261,2,0,45,289,6.4,3,0,0,5,27,48,56.3,378,2,25,77,3.1,1,0,4,4,3
Oregon St.,100,2001-09-29,3,,UCLA,102,L,7,38,-31,11,35,31.4,106,0,1,28,114,4.1,1,2,3,1,14,28,50.0,228,2,54,268,5.0,3,1,0,1,5
Penn State,37,2001-09-29,3,@,Iowa,29,L,18,24,-6,20,37,54.1,161,1,0,27,33,1.2,0,1,1,2,16,25,64.0,225,1,44,104,2.4,2,1,0,1,3
Purdue,38,2001-09-29,3,@,Minnesota,33,W,35,28,7,23,37,62.2,337,4,2,39,151,3.9,0,0,2,4,14,28,50.0,190,3,43,216,5.0,1,0,3,3,4
Rice,59,2001-09-29,4,@,Hawaii,87,W,27,24,3,7,19,36.8,140,1,0,64,212,3.3,1,1,1,3,30,57,52.6,390,2,23,48,2.1,1,0,4,4,3
Rutgers,39,2001-09-29,4,,Connecticut,3,L,19,20,-1,12,28,42.9,132,2,2,50,130,2.6,0,1,3,2,16,30,53.3,140,1,28,75,2.7,1,1,1,2,2
San Diego St.,90,2001-09-29,4,,Air Force,83,L,21,45,-24,14,27,51.9,199,0,2,36,204,5.7,3,2,4,3,7,15,46.7,120,0,66,307,4.7,6,0,0,0,6
San Jose St.,91,2001-09-29,3,@,Arizona St.,96,L,15,53,-38,24,40,60.0,272,1,2,24,63,2.6,1,3,5,2,15,22,68.2,229,4,52,224,4.3,2,1,2,3,7
South Carolina,117,2001-09-29,4,,Alabama,107,W,37,36,1,19,34,55.9,291,3,0,23,68,3.0,2,2,2,5,20,25,80.0,231,1,58,285,4.9,3,2,1,3,4
South Florida,9,2001-09-29,4,,North Texas,57,W,28,10,18,15,24,62.5,206,0,1,41,126,3.1,3,1,2,4,18,33,54.5,203,1,37,118,3.2,0,1,1,2,1
Southern Miss,60,2001-09-29,3,,UAB,61,W,3,0,3,12,25,48.0,118,0,0,39,78,2.0,0,1,1,0,16,26,61.5,141,0,34,89,2.6,0,1,2,3,0
Stanford,101,2001-09-29,3,@,USC,103,W,21,16,5,11,25,44.0,194,2,1,50,203,4.1,1,2,3,3,22,42,52.4,240,0,24,28,1.2,1,1,2,3,2
Syracuse,23,2001-09-29,5,,East Carolina,4,W,44,30,14,18,29,62.1,312,4,2,47,108,2.3,2,1,3,6,17,34,50.0,192,2,37,275,7.4,2,2,2,4,4
Tennessee,118,2001-09-29,3,,LSU,113,W,26,18,8,18,28,64.3,309,1,2,49,139,2.8,2,0,2,3,21,43,48.8,356,2,20,29,1.5,0,1,0,1,2
Texas,48,2001-09-29,4,,Texas Tech,49,W,42,7,35,21,26,80.8,224,1,1,43,209,4.9,5,0,1,6,40,58,69.0,260,0,11,37,3.4,1,1,0,1,1
Texas A&M,119,2001-09-29,4,,Notre Dame,70,W,24,3,21,15,27,55.6,177,1,0,40,133,3.3,1,0,0,3,12,27,44.4,121,0,33,70,2.1,0,0,3,3,0
TCU,47,2001-09-29,5,@,Houston,5,W,34,17,17,12,22,54.5,89,0,2,50,268,5.4,3,0,2,4,20,40,50.0,272,1,26,113,4.3,1,4,0,4,2
Texas Tech,49,2001-09-29,3,@,Texas,48,L,7,42,-35,40,58,69.0,260,0,0,11,37,3.4,1,1,1,1,21,26,80.8,224,1,43,209,4.9,5,0,1,1,6
Toledo,81,2001-09-29,4,,Northern Illinois,79,W,41,20,21,21,30,70.0,254,2,2,49,217,4.4,4,1,3,6,22,43,51.2,210,1,28,17,0.6,0,0,2,2,2
Tulane,11,2001-09-29,5,,Southern,255,W,41,7,34,19,40,47.5,277,2,0,45,216,4.8,1,0,0,4,20,38,52.6,212,1,32,143,4.5,0,3,2,5,1
Tulsa,12,2001-09-29,3,@,UTEP,62,L,10,26,-16,12,24,50.0,218,1,2,27,100,3.7,0,0,2,1,20,30,66.7,249,0,53,208,3.9,3,1,0,1,3
UAB,61,2001-09-29,4,@,Southern Miss,60,L,0,3,-3,16,26,61.5,141,0,2,34,89,2.6,0,1,3,0,12,25,48.0,118,0,39,78,2.0,0,1,0,1,0
Central Florida,1,2001-09-29,4,@,Virginia Tech,25,L,14,46,-32,18,36,50.0,227,1,3,26,24,0.9,1,2,5,2,16,29,55.2,203,0,50,232,4.6,3,3,0,3,5
UCLA,102,2001-09-29,4,@,Oregon St.,100,W,38,7,31,14,28,50.0,228,2,0,54,268,5.0,3,1,1,5,11,35,31.4,106,0,28,114,4.1,1,2,1,3,1
UNLV,92,2001-09-29,4,,BYU,66,L,31,35,-4,11,18,61.1,132,0,2,49,189,3.9,3,1,3,4,23,38,60.5,281,2,35,167,4.8,2,3,1,4,4
USC,103,2001-09-29,4,,Stanford,101,L,16,21,-5,22,42,52.4,240,0,2,24,28,1.2,1,1,3,2,11,25,44.0,194,2,50,203,4.1,1,2,1,3,3
Utah,104,2001-09-29,4,,New Mexico,89,W,37,16,21,15,30,50.0,210,1,1,48,255,5.3,4,1,2,5,10,36,27.8,165,1,36,146,4.1,1,2,1,3,2
Utah St.,93,2001-09-29,4,,Oregon,99,L,21,38,-17,27,48,56.3,378,2,4,25,77,3.1,1,0,4,3,17,24,70.8,261,2,45,289,6.4,3,0,0,0,5
UTEP,62,2001-09-29,4,,Tulsa,12,W,26,10,16,20,30,66.7,249,0,0,53,208,3.9,3,1,1,3,12,24,50.0,218,1,27,100,3.7,0,0,2,2,1
Vanderbilt,120,2001-09-29,4,,Auburn,109,L,21,24,-3,20,43,46.5,162,1,1,37,168,4.5,2,1,2,3,17,24,70.8,247,1,28,107,3.8,2,2,0,2,3
Virginia,24,2001-09-29,4,,Duke,15,W,31,10,21,24,36,66.7,284,3,1,37,157,4.2,1,0,1,4,17,36,47.2,191,0,37,123,3.3,1,0,1,1,1
Virginia Tech,25,2001-09-29,4,,Central Florida,1,W,46,14,32,16,29,55.2,203,0,0,50,232,4.6,3,3,3,5,18,36,50.0,227,1,26,24,0.9,1,2,3,5,2
Wake Forest,26,2001-09-29,4,@,Florida St.,16,L,24,48,-24,10,25,40.0,171,0,3,57,265,4.6,3,0,3,3,17,28,60.7,358,3,43,154,3.6,4,0,1,1,7
Washington,105,2001-09-29,3,@,California,97,W,31,28,3,18,33,54.5,290,2,0,45,116,2.6,2,0,0,4,22,38,57.9,280,4,32,90,2.8,0,2,0,2,4
Washington St.,106,2001-09-29,4,@,Arizona,95,W,48,21,27,17,33,51.5,283,2,1,51,138,2.7,3,1,2,6,14,28,50.0,190,1,25,76,3.0,1,0,4,4,3
West Virginia,50,2001-09-29,4,@,Maryland,30,L,20,32,-12,31,52,59.6,279,1,4,43,151,3.5,0,2,6,2,13,32,40.6,192,1,52,181,3.5,3,0,0,0,5
Western Michigan,82,2001-09-29,4,@,Eastern Michigan,76,W,31,10,21,21,35,60.0,205,1,1,36,158,4.4,2,2,3,4,16,29,55.2,93,1,38,146,3.8,0,2,1,3,1
Wisconsin,40,2001-09-29,5,,Western Kentucky,64,W,24,6,18,10,23,43.5,141,1,2,44,193,4.4,2,0,2,3,1,4,25.0,28,0,53,115,2.2,0,1,0,1,0
Wyoming,94,2001-09-29,4,,Colorado St.,85,L,14,42,-28,13,26,50.0,162,1,4,40,116,2.9,1,1,5,2,13,22,59.1,133,1,52,302,5.8,3,4,0,4,5
